,DA4l,DC1,DL4,DL5,DM3,DM4,DP1m,VA2,VA4,VA6,VA7l,VC1,VC2,VL2a,VL2p,VM4,D,DA1,DA2,DA4m,DC2,DL2d,DL3,DM2,DM5,DM6,DP1l,VA1d,VA1v,VA3,VA5,VA7m,VM1,VM2,VM3,VM7d,VM7v,VM5d,DM1,V,Glomerulus 1,Glomerulus 2,Glomerulus 3,DC3,DL1,VL1,DA3,DC4,DL2v,VC4,VM5v,VC3,VC5,VM6
23,,,0.1764705882352941,,0.106145251396648,,,0.0857142857142857,,0.1285347043701799,,,,0.0815450643776824,,0.0854271356783919,,0.1094527363184079,,,,,0.1714285714285714,0.2186234817813765,,0.1837837837837838,,0.1818181818181818,0.4814814814814814,,,,,,,,,0.1641025641025641,0.1495098039215686,0.2197802197802197,,,,,0.11515151515151516,0.3333333333333333,,,,,,0.16271186440677965,,0.13414634146341464
24,,,0.12,,0.0701754385964912,,,0.145,,0.0962962962962963,,,,0.0069930069930069,,0.0615384615384615,,0.1452282157676348,,,,,0.2328767123287671,0.1083333333333333,,0.1227436823104693,,0.0792079207920792,0.0365853658536585,,,,,,,,,0.1420765027322404,0.124,0.1783783783783784,,,,,0.1976284584980237,0.09090909090909091,,,,,,0.1745152354570637,,0.14545454545454545
25,,,0.0847457627118644,,0.06,,,0.1169354838709677,,0.0684039087947882,,,,0.0341880341880341,,0.0861244019138756,,0.1602209944751381,,,,,0.0952380952380952,0.1082474226804123,,0.1295546558704453,,0.0142857142857142,0.0178571428571428,,,,,,,,,0.2205882352941176,0.1088435374149659,0.1677419354838709,,,,,0.18725099601593626,0.057692307692307696,,,,,,0.2148997134670487,,0.11013215859030837
26,,,,,0.1310344827586207,,,0.1758241758241758,,0.0181818181818181,,,,0.010204081632653,,0.0852272727272727,,0.1418181818181818,,,,,0.5,0.155893536121673,,0.16,,0.0,0.0888888888888888,,,,,,,,,0.1724137931034483,0.128133704735376,0.1558441558441558,,,,,0.14285714285714285,0.0,,,,,,0.2429245283018868,,0.030612244897959183
27,,,,,0.0743801652892562,,,0.0697674418604651,,0.1388888888888889,,,,0.0,,0.0566037735849056,,0.1278195488721804,,,,,0.2439024390243902,0.1691542288557214,,,,0.0,0.1933701657458563,,,,,,,,,0.1792452830188679,0.1458333333333333,0.2459016393442623,,,,,0.17,0.3333333333333333,,,,,,0.21367521367521367,,0.05405405405405406
28,,,,,0.1493506493506493,,,0.08,,0.1358024691358024,,,,0.0081967213114754,,0.0220588235294117,,0.1637426900584795,,,,,0.1304347826086956,0.146067415730337,,,,0.0,0.0677966101694915,,,,,,,,,0.1310679611650485,0.1244444444444444,0.1801801801801801,,,,,0.144,0.0,,,,,,,,0.13366336633663367
29,,,,,,,,0.1370558375634517,,0.054054054054054,,,,0.0454545454545454,,0.0828402366863905,,0.1444444444444444,,,,,0.2777777777777778,,,,,0.2857142857142857,0.0098039215686274,,,,,,,,,0.193717277486911,0.1239837398373983,0.1680672268907563,,,,,0.15753424657534246,0.0,,,,,,,,0.09259259259259259
30,,,,,,,,0.0818181818181818,,0.0093023255813953,,,,0.0078125,,0.0714285714285714,,0.1319444444444444,,,,,0.1481481481481481,,,,,0.2222222222222222,0.1030927835051546,,,,,,,,,0.1447963800904977,0.1628498727735369,0.1928571428571428,,,,,0.09195402298850575,0.5,,,,,,,,0.12903225806451613
31,,,,,,,,0.1454545454545454,,0.0372670807453416,,,,0.0,,0.0082644628099173,,0.1751412429378531,,,,,,,,,,0.0578512396694214,0.0,,,,,,,,,0.1583011583011583,0.1276595744680851,0.238095238095238,,,,,0.17073170731707318,1.0,,,,,,,,0.14285714285714285
32,,,,,,,,0.1099476439790576,,,,,,0.0217391304347826,,0.0426829268292682,,0.0958466453674121,,,,,,,,,,0.0472972972972973,0.25,,,,,,,,,0.1258741258741259,0.1528239202657807,0.1696969696969697,,,,,0.19727891156462585,0.0,,,,,,,,0.13756613756613756
33,,,,,,,,0.1345291479820627,,,,,,,,0.1043478260869565,,0.1021505376344086,,,,,,,,,,0.0,0.1081081081081081,,,,,,,,,0.2139303482587064,0.1156186612576064,0.0930232558139534,,,,,0.38095238095238093,0.0,,,,,,,,0.1807909604519774
34,,,,,,,,,,,,,,,,0.0695652173913043,,0.1194029850746268,,,,,,,,,,0.0579710144927536,0.0138888888888888,,,,,,,,,0.1607142857142857,0.2972972972972973,,,,,,,0.0,,,,,,,,0.11347517730496454
35,,,,,,,,,,,,,,,,,,0.1470588235294117,,,,,,,,,,0.1123595505617977,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.13953488372093023
36,,,,,,,,,,,,,,,,,,0.1595092024539877,,,,,,,,,,0.0921052631578947,0.173076923076923,,,,,,,,,,,,,,,,,,,,,,,,,0.10333333333333333
37,,,,,,,,,,,,,,,,,,0.0903614457831325,,,,,,,,,,0.0,0.0212765957446808,,,,,,,,,,,,,,,,,,,,,,,,,0.10795454545454546
38,,,,,,,,,,,,,,,,,,0.1528384279475982,,,,,,,,,,0.0365853658536585,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.12807881773399016
39,,,,,,,,,,,,,,,,,,0.1978798586572438,,,,,,,,,,0.0526315789473684,0.0344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,0.0330188679245283
40,,,,,,,,,,,,,,,,,,0.2046783625730994,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,0.0905923344947735,,,,,,,,,,,0.2941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,0.0704225352112676,,,,,,,,,,,0.2040816326530612,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,0.1333333333333333,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,0.1602564102564102,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,0.0977011494252873,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,0.1855670103092783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,0.1114551083591331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,0.1862348178137652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,0.191860465116279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,0.109090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,0.1192660550458715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,0.064516129032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,0.1468531468531468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,0.1228070175438596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,0.072463768115942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,0.1383928571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,0.0828025477707006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,0.0392156862745098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
